model,mitigation,explainer,target,acc_id,acc_ood,id_mean_iou,id_deletion_auc_saliency,id_deletion_auc_random,ood_mean_iou,ood_deletion_auc_saliency,ood_deletion_auc_random
baseline,none,gradcam,pred,0.99999999999,0.99999999999,0.09876734018325806,0.5057016357779502,0.734975704550743,0.10052952170372009,0.49068706482648855,0.619538825750351
mitigated,randomize,gradcam,pred,0.9809999999901899,0.99999999999,0.0987711101770401,0.47243551462888717,0.7454926982522011,0.10263346880674362,0.4766443461179733,0.6804882273077966
